Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Ce,Pr,Gd,U,Annealing temperature (K),Annealing Time (s),Primary Crystallization Onset (K),Primary Crystallization Peak (K) ,Secondary Crystallization Peak (K), Longitudinal Annealing field, Transverse Annealing field,Ribbon Thickness (um) ,Coercivity (A/m),Curie Temperature (K),Core Loss (kW/m^3 @ 0.2T 100kHz),Electrical Resistivity (10^-6*ohm*m),Permeability @ 1kHz,Magnetostriction (10^-6),Magnetic Saturation (T),Grain Diameter (nm),Reference DOI
70,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,648,1200,792,794,,0,0,30,7.35234695,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
70,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,698,1200,792,794,,0,0,30,7.053025455,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
70,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,623,1200,792,794,,0,0,30,6.822366059,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
70,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,673,1200,792,794,,0,0,30,5.542201486,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,1200,801,802,,0,0,30,4.007634316,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,1200,801,802,,0,0,30,3.876570205,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,1200,801,802,,0,0,30,3.567356977,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,1200,801,802,,0,0,30,3.228681987,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,1200,801,802,,0,0,30,2.946551794,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,1200,801,802,,0,0,30,2.537068131,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,1200,801,802,,0,0,30,2.315372862,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,1200,801,802,,0,0,30,1.91244277,,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
72,0,6,5,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,1200,801,802,,0,0,30,,740,,,,,,,https://doi.org/10.1088/0022-3727/35/18/303
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,773,300,763,,,0,0,,,,,,,,,21,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,753,300,763,,,0,0,,,598,,,,,,20,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,798,300,772,,,0,0,,,,,,,,,17,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,738,3600,772,,,0,0,,,602,,,,,,17,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,798,300,791,,,0,0,,,,,,,,,13,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,753,3600,791,,,0,0,,,592,,,,,,12,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,823,300,797,,,0,0,,,,,,,,,11,https://doi.org/10.1088/0953-8984/12/37/308
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,773,3600,797,,,0,0,,,594,,,,,,11,https://doi.org/10.1088/0953-8984/12/37/308
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,943,3600,,793,,0,0,30,1920,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,783,3600,,793,,0,0,30,295.9654179,,,,,,,12,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,803,3600,,793,,0,0,30,204.3227666,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,823,3600,,793,,0,0,30,117.8674352,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,923,3600,,793,,0,0,30,84.43804035,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,763,3600,,793,,0,0,30,55.04322767,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,843,3600,,793,,0,0,30,44.6685879,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,863,3600,,793,,0,0,30,19.88472622,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,903,3600,,793,,0,0,30,11.81556196,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,883,3600,,793,,0,0,30,11.23919308,,,,,,,18,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,743,3600,,793,,0,0,30,8.357348703,,,,,,,8,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,473,3600,,793,,0,0,30,4.607049608,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,523,3600,,793,,0,0,30,4.497389034,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,573,3600,,793,,0,0,30,4.259791123,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,623,3600,,793,,0,0,30,3.510443864,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,723,3600,,793,,0,0,30,2.998694517,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,673,3600,,793,,0,0,30,2.103133159,,,,,,,,https://doi.org/10.1088/0953-8984/14/18/307
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,30,,650,,,,18.21561338,0.846086957,8.5,https://doi.org/10.1109/20.825825
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,803,3600,,,,0,0,30,,715,,,,0.596956811,1.188990826,8.5,https://doi.org/10.1109/20.825825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,30,,664,,,,8.983613328,1.267313218,8.5,https://doi.org/10.1109/20.825825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,22,345,,,,,,,14,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,898,3600,,,,0,0,22,6,,,,,,,13.4,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,22,6,654,,,,,,12.8,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,848,3600,,,,0,0,22,5.7,610,,,,,,12.4,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,796,3600,,,,0,0,22,3.2,658,,,,,,11.5,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,22,3.2,635,,,,,,11,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,22,1.2,636,,,,,,11.4,https://doi.org/10.1109/20.951133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,20,,,,,172.5091684,1.378098632,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,903,3600,,,,0,0,20,,,,,323.3010305,3.585805272,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,893,3600,,,,0,0,20,,,,,372.4722899,,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,1007.671991,,,41.90465765,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,,,,,4234.055195,0.014169223,,10.97727399,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,743,3600,,,,0,0,20,,,,,14165.01055,17.43848786,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,,,,,17023.49976,5.944839215,,8.988191389,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,20,,,,,18028.2325,20.16620499,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,863,3600,,,,0,0,20,,,,,31620.80764,,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,803,3600,,,,0,0,20,,,,,58504.37419,3.715311971,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
74,13.5,0,0,9,0,0,0,0.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,66905.29493,,,13.09588966,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,,,,,78767.85019,,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73,13.5,0,0,9,0,0,0,1.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,83022.00981,,,10.9531498,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,93091.68658,,,10.00082097,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,,94015.85773,2.026482278,,9.982454186,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,843,3600,,,,0,0,20,,,,,107708.4144,1.810826703,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,,,,,115683.9927,,,,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,20,,,,,,,,11.9720938,https://doi.org/10.4028/www.scientific.net/MSF.307.51
72,4.8,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,69.17,,,,,,0.19,,https://link.springer.com/article/10.1007%2Fs00339-014-8729-0
72,4.8,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,473,3600,,,,0,0,,56.14,,,,,,0.32,,https://link.springer.com/article/10.1007%2Fs00339-014-8729-0
72,4.8,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,673,3600,,,,0,0,,44.25,,,,,,0.34,,https://link.springer.com/article/10.1007%2Fs00339-014-8729-0
83.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,683,740,0,0,20,58.255017,,,,20890.28571,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
80.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,600,,616,760,0,0,20,159.4654735,,,,24901.71429,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
81.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,773,600,,597,760,0,0,20,122.4616199,,,,27401.14286,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,773,600,,631,751,0,0,20,170.6082389,,,,28203.42857,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.75,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,773,600,,640,749,0,0,20,42.59251974,,,,29005.71429,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
81.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,593,600,,597,760,0,0,20,25.90200205,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
80.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,593,600,,616,760,0,0,20,24.06208925,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,593,600,,631,751,0,0,20,21.67704105,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
81.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,644,600,,597,760,0,0,20,18.93796604,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,644,600,,631,751,0,0,20,18.14122738,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
83.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,600,,683,740,0,0,20,16.85259045,,,,,,1.639961441,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
80.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,644,600,,616,760,0,0,20,16.04476399,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,744,600,,631,751,0,0,20,14.54342403,,,,,,1.619676959,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.75,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,593,600,,640,749,0,0,20,14.45439771,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
83.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,600,,683,740,0,0,20,14.01737418,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
80.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,744,600,,616,760,0,0,20,13.34545341,,,,,,1.539771786,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
81.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,744,600,,597,760,0,0,20,12.02264435,,,,,,1.609478683,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
83.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,600,,683,740,0,0,20,11.58777356,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.75,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,643,600,,640,749,0,0,20,10.76465214,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
83.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,600,,683,740,0,0,20,9.462371614,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.75,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,743,600,,640,749,0,0,20,9.289663868,,,,,,1.659741379,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
80.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,693,600,,616,760,0,0,20,8.898838669,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
81.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,693,600,,597,760,0,0,20,8.576958986,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.25,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,693,600,,631,751,0,0,20,7.090333559,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
82.75,0,7,0,0,9,0,0,0.75,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,693,600,,640,749,0,0,20,6.750459458,,,,,,,,https://link.springer.com/article/10.1007%2Fs10854-015-2950-2
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,853,600,,768,962,0,0,,303.7386092,,,,745.7846952,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,600,,704,802,0,0,,84.62525688,,,,940.3372244,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,600,,704,802,0,0,,58.88436554,,,,1037.613489,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,723,600,,768,962,0,0,,26.6072506,,,,1329.442283,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,600,,704,802,0,0,,39.92546657,,,,1394.293126,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,704,802,0,0,,205.9444061,,,,1718.547341,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,743,600,,768,962,0,0,,22.97470798,,,,1718.547341,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,793,600,,768,962,0,0,,16.12501027,,,,2399.481193,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,773,600,,768,962,0,0,,13.80384265,,,,2399.481193,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,813,600,,768,962,0,0,,12.3381487,,,,3047.989624,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,600,,704,802,0,0,,41.68693835,,,,3145.265888,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,833,600,,768,962,0,0,,19.498446,,,,4345.006485,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
76,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,913,600,,751,911,0,0,,32.17362533,,,,4701.686122,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,600,,704,802,0,0,,13.22056452,,,,4896.238651,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,600,,704,802,0,0,,12.23207119,,,,6517.509728,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
78,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,600,,704,802,0,0,,12.88249552,,,,6549.935149,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
76,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,723,600,,751,911,0,0,,6.401032025,,,,6809.338521,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
76,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,743,600,,751,911,0,0,,5.026318444,,,,7457.846952,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
77,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,673,600,,768,962,0,0,,2.310734242,,,,7976.653696,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
76,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,773,600,,751,911,0,0,,3.84591782,,,,8625.162127,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
76,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,673,600,,751,911,0,0,,5.821032178,,,,8722.438392,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
76,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,893,600,,751,911,0,0,,6.237348355,,,,9435.797665,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
75,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,673,600,,768,962,0,0,,2.58523484,,,,9468.223087,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
75,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,600,,768,962,0,0,,1.412537545,,,,10732.81453,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
75,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,743,600,,768,962,0,0,,1.798870915,,,,12289.23476,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
76,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,793,600,,751,911,0,0,,1.862087137,,,,12483.78729,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
75,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,600,,768,962,0,0,,0.982878873,,,,12548.63813,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
75,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,600,,768,962,0,0,,0.701859205,,,,15077.82101,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
76,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,813,600,,751,911,0,0,,1.650061001,,,,15239.94812,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
75,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,600,,768,962,0,0,,0.695824955,,,,19130.9987,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
75,13,0,0,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,600,,768,962,0,0,,0.695824955,,,,19455.25292,,,,https://link.springer.com/article/10.1007%2Fs11664-016-4643-x
